Fecha,Canal,Titulo,Nombre Capitulo,Descripcion,Info adicional,Horario
2025-02-25,9Rush,Wheeler Dealers,Alfa Romeo GTV,"Mike finds an Alfa Romeo GTV with some fails, but nothing that he reckons Elvis can't sort. He plans to go to Italy to recreate the GTV Cup. Can they get the GTV ready for an Italian road trip?",Lifestyle | UK | 2022 | PG,8:00AM - 9:00AM
2025-02-25,9Rush,Tanked,Brett's Donut Mania Tank,Donut Mania is Brett's newest business venture and they are about to have their grand opening. Wayde and the whole team want to congratulate him with a surprise fish tank.,Documentary | USA | 2018 | PG,9:00AM - 10:00AM
2025-02-25,9Rush,Off the Hook,Tex-Sharkana,"Pro wrestler ""Showtime"" Eric Young is on a journey into the world of extreme and unusual fishing.",Documentary | USA | 2013 | PG,10:00AM - 10:30AM
2025-02-25,9Rush,Off the Hook,Beard Science,"Pro wrestler ""Showtime"" Eric Young is on a journey into the world of extreme and unusual fishing.",Documentary | USA | 2013 | PG,10:30AM - 11:00AM
2025-02-25,9Rush,Salvage Hunters,Spain Foreign Special,"Seeing an untapped source of rare items, Drew tours Catalonia looking for some chic Spanish antiques. In Peralada, Drew is blown away by a 17th century house full of treasures.",Documentary | UK | 2018 | PG,11:00AM - 12:00PM
2025-02-25,9Rush,Nature's Strangest Mysteries: Solved,Octopus Houdini,Experts reveal how a bird could sing without using its voice and how an octopus could simply disappear from his aquarium tank. These could be two of nature's greatest illusionists.,Documentary | USA | 2019 | PG,12:00PM - 12:30PM
2025-02-25,9Rush,Nature's Strangest Mysteries: Solved,Animal Vandals,"Experts reveal what animals are breaking into thousands of cars every year, how ants form a 10-foot bridge using only their bodies and why the fish crossed the road.",Documentary | USA | 2019 | PG,12:30PM - 1:00PM
2025-02-25,9Rush,Ancient Aliens,The Alien Discs,"In China, hundreds of strange disks are discovered in a cave that appear to be of an ancient extraterrestrial crash on Earth, the disks are confiscated by the Chinese government and dismissed as a hoax.",Documentary | USA | 2023 | PG,1:00PM - 2:00PM
2025-02-25,9Rush,Wheeler Dealers,Alfa Romeo GTV,"Mike finds an Alfa Romeo GTV with some fails, but nothing that he reckons Elvis can't sort. He plans to go to Italy to recreate the GTV Cup. Can they get the GTV ready for an Italian road trip?",Lifestyle | UK | 2022 | PG,2:00PM - 3:00PM
2025-02-25,9Rush,How It's Made,"Fencing Masks, Books, Ocean Drone Transformers, and 3D Puzzles","Explore the construction behind fencing masks, ocean drone transformers and 3-D puzzles. Also, discover how books are printed.",Documentary | Canada | 2024 | PG,3:00PM - 3:30PM
2025-02-25,9Rush,How It's Made,"Tin Whistles, Horn Products, and Formula F Race Cars","Discover how tin whistles and horn products are produced. Also, explore the construction behind Formula F race cars.",Documentary | Canada | 2024 | PG,3:30PM - 4:00PM
2025-02-25,9Rush,Drive TV,Jaguar I-Pace,"A road trip to Hyams Beach, a place that holds the Guinness record for the whitest sand in the world; dispelling range anxiety myths with Europe's first electric SUV.",Lifestyle | Australia | 2022 | PG,4:00PM - 4:30PM
2025-02-25,9Rush,Salvage Hunters,Spain Foreign Special,"Seeing an untapped source of rare items, Drew tours Catalonia looking for some chic Spanish antiques. In Peralada, Drew is blown away by a 17th century house full of treasures.",Documentary | UK | 2018 | PG,4:30PM - 5:30PM
2025-02-25,9Rush,Tanked,Brett's Donut Mania Tank,Donut Mania is Brett's newest business venture and they are about to have their grand opening. Wayde and the whole team want to congratulate him with a surprise fish tank.,Documentary | USA | 2018 | PG,5:30PM - 6:30PM
2025-02-25,9Rush,Wheeler Dealers,Alfa Romeo GTV,"Mike finds an Alfa Romeo GTV with some fails, but nothing that he reckons Elvis can't sort. He plans to go to Italy to recreate the GTV Cup. Can they get the GTV ready for an Italian road trip?",Lifestyle | UK | 2022 | PG,6:30PM - 7:30PM
2025-02-25,9Rush,Bering Sea Gold,Papa's Got A Brand New Dredge Pt 2 Of 2,Shawn's ready to get the remastered Myrtle Irene onto the water. Zeke helps on Vernon's claim. Emily hopes to add to her squad. Kris and his crew finally head to Elim.,Documentary | USA | 2021 | M,7:30PM - 8:30PM
2025-02-25,9Rush,Aussie Gold Hunters: Mine SOS,Chris and Vince,Paul Mackie and the team try to find the causes of a two-year dry streak that threatens to end the dreams of rookie prospectors Chris Moore and Vince Federici.,Documentary | Australia | 2022 | PG,8:30PM - 9:30PM
2025-02-25,9Rush,Gold Rush: White Water,Fortune Favors the Bold,Dustin Hurt faces a dilemma: Risk his life and financial ruin by purchasing and mining one of the most legendary and inhospitable claims in Alaska or play it safe in the white water of McKinley Creek.,Reality/Real-Life | USA | 2022 | M,9:30PM - 10:30PM
2025-02-25,9Rush,Gold Rush: Dave Turin's Lost Mine,On the Gold Again,Dave tests positive for COVID-19 and entrusts mechanic Nathan with a solo prospect deep in the wilderness. Equipment breakdowns force Andrew to step up.,Documentary | USA | 2022 | M,10:30PM - 11:30PM
2025-02-25,9Rush,Bering Sea Gold,Papa's Got A Brand New Dredge Pt 2 Of 2,Shawn's ready to get the remastered Myrtle Irene onto the water. Zeke helps on Vernon's claim. Emily hopes to add to her squad. Kris and his crew finally head to Elim.,Documentary | USA | 2021 | M,11:30PM - 12:30AM
2025-02-26,Nine,Tipping Point,,There are mystery prizes and a jaw-dropping jackpot up for grabs for any player with the skill and strategy to see off their human rivals and conquer the machine. Hosted by Ben Shepherd.,Game Show | UK | 2022 | PG,12:35AM - 1:30AM
2025-02-26,Nine,TV Shop - Home Shopping,Transforma Ladders,Home shopping program.,Shopping | USA | 2023 | G,1:30AM - 2:00AM
2025-02-26,Nine,TV Shop - Home Shopping,Total Gym FIT,Home shopping program.,Shopping | USA | 2023 | G,2:00AM - 2:30AM
2025-02-26,Nine,Building Ideas,Aquatic Centre,"Kicking off the season learning about all the work the Master Builders of SA are undertaking. They check in with the progress of the new Aquatic Centre and the T2D project, and Terry visits the team at Bianco.",Lifestyle | Australia | 2025 | PG,2:30AM - 3:00AM
2025-02-26,Nine,TV Shop - Home Shopping,InstaChill,Home shopping program.,Shopping | USA | 2023 | G,3:00AM - 3:30AM
2025-02-26,Nine,TV Shop - Home Shopping,EZwell Remedy Massage System,Home shopping program.,Shopping | USA | 2023 | G,3:30AM - 4:00AM
2025-02-26,Nine,Believer's Voice of Victory,A Fully Persuaded Faith,The mission of Kenneth Copeland Ministries and Eagle Mountain International Church is to teach Christians worldwide who they are in Christ Jesus and how to live a victorious life in their covenant rights and privileges.,Religion | USA | 2025 | PG,4:00AM - 4:30AM
2025-02-26,Nine,A Current Affair,,"Covers the realms of politics, crime, human rights, science, technology, celebrities, and entertainment, all investigated by a dedicated team.",Current Affairs | Australia | 2025 | NC,4:30AM - 5:00AM
2025-02-26,Nine,Today Early News,,Today Early News with up to date news from Australia and around the world as well as the latest in sport and weather.,News | Australia | 2025 | NC,5:00AM - 5:30AM
2025-02-26,Nine,Today,,"Karl Stefanovic, Sarah Abo and the team present the latest in news, current affairs, sports, politics, entertainment, fashion, health and lifestyle.",News | Australia | 2025 | NC,5:30AM - 9:00AM
2025-02-26,Nine,Today Extra,,"An exciting mix of topical issues, the best celebrity interviews, cooking with Australia's top chefs, live music performances, and the latest in fashion and beauty trends.",Variety | Australia | 2025 | PG,9:00AM - 11:30AM
2025-02-26,Nine,9News Morning,,Join 9News for up to the minute news on local and international news including sport and weather.,News | Australia | 2025 | NC,11:30AM - 12:00PM
2025-02-26,Nine,Married at First Sight,,Meet The Family Week continues with a surprise announcement that leaves one bride stunned.,Reality/Real-Life | Australia | 2025 | M,12:00PM - 1:30PM
2025-02-26,Nine,My Way,,"This week on My Way, we gasp at boundless mountain landscapes, discover global tea cultures, discover a world famous arts festival in Brisbane's backyard, and get a taste for authentic Greek flavors.",Documentary | Australia | 2025 | G,1:30PM - 2:00PM
2025-02-26,Nine,Pointless,,"Hosted by Alexander Armstrong. Four teams of two contestants attempt to find correct answers to four rounds of general knowledge questions, with the winning team eligible to compete for the show's cash jackpot.",Game Show | UK | 2023 | PG,2:00PM - 3:00PM
2025-02-26,Nine,Tipping Point,,There are mystery prizes and a jaw-dropping jackpot up for grabs for any player with the skill and strategy to see off their human rivals and conquer the machine. Hosted by Ben Shepherd.,Game Show | UK | 2022 | PG,3:00PM - 4:00PM
2025-02-26,Nine,9News Afternoon,,"9News Afternoon, live and local with the latest news across Australia and around the world including sport and weather.",News | Australia | 2025 | NC,4:00PM - 5:00PM
2025-02-26,Nine,Tipping Point Australia,,Tipping Point Australia will push contestants' luck to the very edge. Three contestants will go head to head against the mesmerising machine with one lucky contestant playing for the Jackpot. Hosted by Todd Woodbridge.,Game Show | Australia | 2025 | PG,5:00PM - 6:00PM
2025-02-26,Nine,9News,,"Join 9News for the latest in news and events that affect you in your local city, as well as news from across Australia and the world.",News | Australia | 2025 | NC,6:00PM - 7:00PM
2025-02-26,Nine,A Current Affair,,"Covers the realms of politics, crime, human rights, science, technology, celebrities, and entertainment, all investigated by a dedicated team.",Current Affairs | Australia | 2025 | NC,7:00PM - 7:30PM
2025-02-26,Nine,Married at First Sight,,Dinner Party. Family plans that no one expected rocks the group.,Reality/Real-Life | Australia | 2025 | M,7:30PM - 9:00PM
2025-02-26,Nine,Big Miracles,,"39-year-old Anna, is determined to become a solo Mum. New couple Billie and Rob face a medical condition. Angie Kent reaches the most crucial stage of her IVF journey. Old fears return for Alicia and Chris at a pregnancy scan.",Reality/Real-Life | Australia | 2025 | M,9:00PM - 10:00PM
2025-02-26,Nine,9News Late,,Join the 9News Late team for all of the day's top stories from Australia and around the world.,News | Australia | 2025 | NC,10:00PM - 10:30PM
2025-02-26,Nine,Casualty 24/7,,"Filmed inside the casualty department of a hospital in Barnsley, South Yorkshire, following the staff, volunteers and patients.",Lifestyle | UK | 2021 | M,10:30PM - 11:30PM
2025-02-26,Nine,The Equalizer,Hard Money,"McCall's vigilante work further complicates her personal life when she is forced to ask her ex-husband, Dr Miles Fulton, to help with a gunshot victim, one of two women being hunted by thieves after they witnessed a robbery.",Action | USA | 2021 | MA,11:30PM - 12:15AM
2025-02-26,9HD,Tipping Point,,There are mystery prizes and a jaw-dropping jackpot up for grabs for any player with the skill and strategy to see off their human rivals and conquer the machine. Hosted by Ben Shepherd.,Game Show | UK | 2022 | PG,12:35AM - 1:30AM
2025-02-26,9HD,TV Shop - Home Shopping,Transforma Ladders,Home shopping program.,Shopping | USA | 2023 | G,1:30AM - 2:00AM
2025-02-26,9HD,TV Shop - Home Shopping,Total Gym FIT,Home shopping program.,Shopping | USA | 2023 | G,2:00AM - 2:30AM
2025-02-26,9HD,Building Ideas,Aquatic Centre,"Kicking off the season learning about all the work the Master Builders of SA are undertaking. They check in with the progress of the new Aquatic Centre and the T2D project, and Terry visits the team at Bianco.",Lifestyle | Australia | 2025 | PG,2:30AM - 3:00AM
2025-02-26,9HD,TV Shop - Home Shopping,InstaChill,Home shopping program.,Shopping | USA | 2023 | G,3:00AM - 3:30AM
2025-02-26,9HD,TV Shop - Home Shopping,EZwell Remedy Massage System,Home shopping program.,Shopping | USA | 2023 | G,3:30AM - 4:00AM
2025-02-26,9HD,Believer's Voice of Victory,A Fully Persuaded Faith,The mission of Kenneth Copeland Ministries and Eagle Mountain International Church is to teach Christians worldwide who they are in Christ Jesus and how to live a victorious life in their covenant rights and privileges.,Religion | USA | 2025 | PG,4:00AM - 4:30AM
2025-02-26,9HD,A Current Affair,,"Covers the realms of politics, crime, human rights, science, technology, celebrities, and entertainment, all investigated by a dedicated team.",Current Affairs | Australia | 2025 | NC,4:30AM - 5:00AM
2025-02-26,9HD,Today Early News,,Today Early News with up to date news from Australia and around the world as well as the latest in sport and weather.,News | Australia | 2025 | NC,5:00AM - 5:30AM
2025-02-26,9HD,Today,,"Karl Stefanovic, Sarah Abo and the team present the latest in news, current affairs, sports, politics, entertainment, fashion, health and lifestyle.",News | Australia | 2025 | NC,5:30AM - 9:00AM
2025-02-26,9HD,Today Extra,,"An exciting mix of topical issues, the best celebrity interviews, cooking with Australia's top chefs, live music performances, and the latest in fashion and beauty trends.",Variety | Australia | 2025 | PG,9:00AM - 11:30AM
2025-02-26,9HD,9News Morning,,Join 9News for up to the minute news on local and international news including sport and weather.,News | Australia | 2025 | NC,11:30AM - 12:00PM
2025-02-26,9HD,Married at First Sight,,Meet The Family Week continues with a surprise announcement that leaves one bride stunned.,Reality/Real-Life | Australia | 2025 | M,12:00PM - 1:30PM
2025-02-26,9HD,My Way,,"This week on My Way, we gasp at boundless mountain landscapes, discover global tea cultures, discover a world famous arts festival in Brisbane's backyard, and get a taste for authentic Greek flavors.",Documentary | Australia | 2025 | G,1:30PM - 2:00PM
2025-02-26,9HD,Pointless,,"Hosted by Alexander Armstrong. Four teams of two contestants attempt to find correct answers to four rounds of general knowledge questions, with the winning team eligible to compete for the show's cash jackpot.",Game Show | UK | 2023 | PG,2:00PM - 3:00PM
2025-02-26,9HD,Tipping Point,,There are mystery prizes and a jaw-dropping jackpot up for grabs for any player with the skill and strategy to see off their human rivals and conquer the machine. Hosted by Ben Shepherd.,Game Show | UK | 2022 | PG,3:00PM - 4:00PM
2025-02-26,9HD,9News Afternoon,,"9News Afternoon, live and local with the latest news across Australia and around the world including sport and weather.",News | Australia | 2025 | NC,4:00PM - 5:00PM
2025-02-26,9HD,Tipping Point Australia,,Tipping Point Australia will push contestants' luck to the very edge. Three contestants will go head to head against the mesmerising machine with one lucky contestant playing for the Jackpot. Hosted by Todd Woodbridge.,Game Show | Australia | 2025 | PG,5:00PM - 6:00PM
2025-02-26,9HD,9News,,"Join 9News for the latest in news and events that affect you in your local city, as well as news from across Australia and the world.",News | Australia | 2025 | NC,6:00PM - 7:00PM
2025-02-26,9HD,A Current Affair,,"Covers the realms of politics, crime, human rights, science, technology, celebrities, and entertainment, all investigated by a dedicated team.",Current Affairs | Australia | 2025 | NC,7:00PM - 7:30PM
2025-02-26,9HD,Married at First Sight,,Dinner Party. Family plans that no one expected rocks the group.,Reality/Real-Life | Australia | 2025 | M,7:30PM - 9:00PM
2025-02-26,9HD,Big Miracles,,"39-year-old Anna, is determined to become a solo Mum. New couple Billie and Rob face a medical condition. Angie Kent reaches the most crucial stage of her IVF journey. Old fears return for Alicia and Chris at a pregnancy scan.",Reality/Real-Life | Australia | 2025 | M,9:00PM - 10:00PM
2025-02-26,9HD,9News Late,,Join the 9News Late team for all of the day's top stories from Australia and around the world.,News | Australia | 2025 | NC,10:00PM - 10:30PM
2025-02-26,9HD,Casualty 24/7,,"Filmed inside the casualty department of a hospital in Barnsley, South Yorkshire, following the staff, volunteers and patients.",Lifestyle | UK | 2021 | M,10:30PM - 11:30PM
2025-02-26,9HD,The Equalizer,Hard Money,"McCall's vigilante work further complicates her personal life when she is forced to ask her ex-husband, Dr Miles Fulton, to help with a gunshot victim, one of two women being hunted by thieves after they witnessed a robbery.",Action | USA | 2021 | MA,11:30PM - 12:15AM
2025-02-26,9Gem,Antiques Roadshow,The Royal William Yard 2 - Part 1,"Fiona Bruce travels across various regions of the UK, appraising antiques brought in by local people. Some seemingly inexpensive antiques turn out to be worth an amazing amount.",Lifestyle | UK | 2016 | G,12:20AM - 12:50AM
2025-02-26,9Gem,Explore TV,Panoramo Tromso,This program goes around the world to unforgettable places.,Travel | Australia | 2020 | G,12:50AM - 1:00AM
2025-02-26,9Gem,Creflo Dollar Ministries,How to Have Hope When It's Hard (2),,Religion | USA | 2025 | PG,1:00AM - 1:30AM
2025-02-26,9Gem,Warlords of Atlantis,,A diving expedition leads to an immense gold statue at the entry of the lost city of Atlantis. The purpose of the expedition is to free a mutinous crew from the underwater city.,Action | UK | 1978 | PG,1:30AM - 3:30AM
2025-02-26,9Gem,Danger Man,The Man Who Wouldn't Talk,A private investigator gets involved in espionage work around the globe.,Thriller | UK | 1961 | PG,3:30AM - 4:30AM
2025-02-26,9Gem,Only Fools and Horses...,A Losing Streak,Boycie and Del face off in the biggest poker game Peckham has ever seen.,Comedy | UK | 1982 | M,4:30AM - 5:00AM
2025-02-26,9Gem,Our Yorkshire Farm,,It's the summer holidays and 17-year-old Reuben has taken some time off to help his parents with their biggest summer job: hay making. Miles and Edith help with shearing the sheep.,Documentary | UK | 2021 | PG,5:00AM - 6:00AM
2025-02-26,9Gem,Danger Man,Someone is Liable to Get Hurt,Drake is sent in when an M9 agent is murdered in the Caribbean while investigating illegal arms deals that are leading up to an armed overthrow of the government.,Thriller | UK | 1961 | PG,6:00AM - 7:00AM
2025-02-26,9Gem,Creflo Dollar Ministries,Why We Run: The Importance of Not Running From Battles (1),,Religion | USA | 2025 | PG,7:00AM - 7:30AM
2025-02-26,9Gem,Skippy - The Bush Kangaroo,Mixed Company,An elderly ornithologist is determined to prevent a group of young water skiers from using the river and scaring off the birds he is recording the sounds of.,Adventure | Australia | 1972 | G,7:30AM - 8:00AM
2025-02-26,9Gem,TV Shop - Home Shopping,Total Gym FIT,Home shopping program.,Shopping | USA | 2023 | G,8:00AM - 8:30AM
2025-02-26,9Gem,TV Shop - Home Shopping,EZwell Remedy Massage System,Home shopping program.,Shopping | USA | 2023 | G,8:30AM - 9:00AM
2025-02-26,9Gem,TV Shop - Home Shopping,InstaChill,Home shopping program.,Shopping | USA | 2023 | G,9:00AM - 9:30AM
2025-02-26,9Gem,TV Shop - Home Shopping,Transforma Ladders,Home shopping program.,Shopping | USA | 2023 | G,9:30AM - 10:00AM
2025-02-26,9Gem,TV Shop - Home Shopping,Total Gym FIT,Home shopping program.,Shopping | USA | 2023 | G,10:00AM - 10:30AM
2025-02-26,9Gem,Pointless,,"Hosted by Alexander Armstrong. Four teams of two contestants attempt to find correct answers to four rounds of general knowledge questions, with the winning team eligible to compete for the show's cash jackpot.",Game Show | UK | 2023 | PG,10:30AM - 11:30AM
2025-02-26,9Gem,My Favorite Martian,Martin's Favourite Martian,A family captures 'Martian' Tim when he and Martin head to the desert.,Comedy | USA | 1964 | G,11:30AM - 12:00PM
2025-02-26,9Gem,Days of Our Lives,,Alex and Sonny react to Victor's will; Marlena shares her opinion of Eric's new living arrangement.,Soap Opera | USA | 2023 | M,12:00PM - 12:55PM
2025-02-26,9Gem,Days of Our Lives,,Gwen confronts Leo; Vivian intervenes with Dimitri; Jada and Shawn come to blows.,Soap Opera | USA | 2023 | M,12:55PM - 1:50PM
2025-02-26,9Gem,Explore TV,Shortcross Gin,This program goes around the world to unforgettable places.,Travel | Australia | 2020 | G,1:50PM - 2:00PM
2025-02-26,9Gem,Shakespeare & Hathaway: Private Investigators,"Reputation, Reputation, Reputation!",Frank and Lu enter the competitive world of hairdressing and find themselves combing through a tangled web of backstabbing and deceit.,Murder/Mystery | UK | 2020 | M,2:00PM - 3:00PM
2025-02-26,9Gem,Explore TV,Antarctica,"This week, we uncover the luxury at sea. Show off the ultimate toy room onboard the Viking Octantis and learn all about how to count penguins!",Travel | Australia | 2024 | G,3:00PM - 3:30PM
2025-02-26,9Gem,The Passionate Stranger,,"A writer hires a new Italian chauffeur to be both her driver and the subject of her new novel. When he reads the manuscript, he believes that she is in love with him, which causes all sorts of complications.",Comedy | UK | 1957 | PG,3:30PM - 5:30PM
2025-02-26,9Gem,Our Yorkshire Farm,,The youngest of the nine children starts school; a COVID outbreak sends the Owens back into lockdown; the family come together to celebrate Nancy's big moment.,Documentary | UK | 2021 | PG,5:30PM - 6:30PM
2025-02-26,9Gem,Antiques Roadshow,Bolsover Castle (1),"Fiona Bruce travels across various regions of the UK, appraising antiques brought in by local people. Some seemingly inexpensive antiques turn out to be worth an amazing amount.",Lifestyle | UK | 2016 | G,6:30PM - 7:30PM
2025-02-26,9Gem,To the Manor Born,Cosmetics,Richard is about to sign a lucrative deal with cosmetics firm boss Mademoiselle Dutoit but to fend off her advances has claimed he has a wife.,Comedy | UK | 1981 | G,7:30PM - 8:40PM
2025-02-26,9Gem,Midsomer Murders,Blood on the Saddle,Barnaby and Jones investigate when a woman is shot during a shoot-out reconstruction.,Crime | UK | 2010 | M,8:40PM - 10:40PM
2025-02-26,9Gem,The Closer,Aftertaste,"Brenda cooks up an investigation when a woman is found murdered at a ritzy Los Angeles eatery, with the prime suspects being an unsavoury investor and a driven chef.",Drama | USA | 2006 | M,10:40PM - 11:40PM
2025-02-26,9Gem,The Real Murders of Orange County,Stolen Youth,"A young mother is killed in her own bed in what seems to be a sudden crime of rage, but the true killer is shockingly revealed years later to be a twisted master of manipulation.",Crime | USA | 2023 | M,11:40PM - 12:35AM
2025-02-26,9Go!,The Nanny,Ma'ternal Affairs (2),"Fran decides to do a little investigation on the man her mother is seeing, and discovers him to be lovely. Fran then decides to give her father a few hints for pleasing Sylvia and turn their boring marriage around.",Sitcom | USA | 1998 | PG,12:30AM - 1:00AM
2025-02-26,9Go!,The Nanny,The Producers (1),Niles shows Fran a script for a play he got from a friend. He wants to show it to Mr Sheffield and become a producer in order to change his social status.,Sitcom | USA | 1998 | PG,1:00AM - 1:30AM
2025-02-26,9Go!,I Dream of Jeannie,The Greatest Invention in the World,"When Roger wishes that he hadn't spilt coffee on Tony's jacket, his jacket becomes impervious to everything.",Sitcom | USA | 1966 | G,1:30AM - 2:00AM
2025-02-26,9Go!,Love During Lockup,The Mourning After,Love During Lockup follows the early stages of romance with a prisoner- from romantic letters to steamy phone calls & more!,Entertainment | USA | 2022 | M,2:00AM - 3:00AM
2025-02-26,9Go!,Bakugan,The Sound of Pickles/Off the Radar,"Excited to see the outside world, the Misfits' newest recruit, TC, visits a local park with Hammerhead and gets in trouble when he runs into Chip and his Bakugan patrol unit.",Animation | Japan | 2023 | PG,3:00AM - 3:30AM
2025-02-26,9Go!,Beyblade Burst Quadstrike,Tag-Team! Break the Limit!,"It's the climax of Wakiya's battle camp and the assembled Bladers participate in a Tag-Team tournament; the Hizashi brothers are skilled at Battling as a team, but others aren't.",Animation | Japan | 2022 | PG,3:30AM - 4:00AM
2025-02-26,9Go!,The Tom and Jerry Show,Giant Problems/Hold the Cheese/Not So Grand Canyon,"Tom, a house cat, embarks on his adventure of persistently pursuing his never-ending quest of laying his hands on the notorious mouse Jerry.",Cartoon | USA | 2020 | G,4:00AM - 4:30AM
2025-02-26,9Go!,Ninjago,Escape from Merlopia/The Tale of Benthomaar,"Aided by Benthomaar, the ninja fight their way through the palace to the Hydro Bounty and must escape Kalmaar's forces.",Children | Denmark | 2021 | PG,4:30AM - 4:50AM
2025-02-26,9Go!,Yu-Gi-Oh! SEVENS,Luke Club,"Luke starts his own club at school, but he finds out that getting students to join is harder than any duel he's ever been in.",Animation | Japan | 2022 | PG,4:50AM - 5:10AM
2025-02-26,9Go!,Barbie: A Touch of Magic,A Real Page Turner,"Chelsea wishes Elvy, a magical creature that is looking for unicorns, from a book to life. Barbie and Barbie look for Dru Charles, an author with clues about where Peggy may have come from.",Cartoon | Canada | 2023 | G,5:10AM - 5:30AM
2025-02-26,9Go!,Pokemon the Series: Sun & Moon - Ultra Adventures,A Dream Encounter,"After dreaming that he made a promise to the legendary Pokemon Solgaleo and Lunala, Ash has a hard time waking up.",Children | Japan | 2017 | G,5:30AM - 6:00AM
2025-02-26,9Go!,Hop,The Big Fight/Honest Penny,Benny and Hoot turn 2Much and Delisha's simple argument over who knocked over a tower of juice boxes into the trial of the century. / Penny accidentally takes Jerome's favorite stuffy Anastasia.,Animation | USA | 2024 | G,6:00AM - 6:30AM
2025-02-26,9Go!,Bubble's Hotel,Space is the Place/Song Stress,"Bubble amps up the zero-gravity tech in his room. / When Carmen's impassioned singing scares off other guests, it's up to Bubble and Nabi try to help her control it.",Animation | Canada | 2024 | G,6:30AM - 7:00AM
2025-02-26,9Go!,Bakugan,The Worst Idea of All/There Is No Dr. Raptor,Juno and TC hit the streets to pick a fight with several different clans in an effort to help TC improve at brawling.,Animation | Japan | 2023 | PG,7:00AM - 7:30AM
2025-02-26,9Go!,The Actually Really Very Difficult Show,Eight Mile Plains State School,Humans is the theme of the day's show and the class in control of the day's episode is from Eight Mile Plains State School! Who will have the human touch to snatch the victory - Sophie or Ash?,Children | Australia | 2023 | C,7:30AM - 8:00AM
2025-02-26,9Go!,Beyblade Burst Quadstrike,Turbo Time! Zeal Achilles!,Aiger Akabane has arrived at Phantom's Gate. Aiger has no choice but to test out the new Achilles on the Dark Prince. There's a condition: Bel will have to join forces with Pri.,Animation | Japan | 2022 | PG,8:00AM - 8:30AM
2025-02-26,9Go!,Mia & Codie,Bye Bye Birdy/Double Dutch/Monster Catchers/Pirate Treasure/The Cupcake Code,Mia and Codie find a baby bird who has fallen out of its nest. Mia programs Codie's arms to twirl like a rope. Mia programs Codie to go on a monster hunt.,Animation | USA | 2024 | G,8:30AM - 9:00AM
2025-02-26,9Go!,Barbie: A Touch of Magic,A Selfie to Remember,"Barbie and Ken head to the selfie museum, but trouble ensues when Rocki keeps interrupting while trying to contact her ""boss"".",Cartoon | Canada | 2023 | G,9:00AM - 9:30AM
2025-02-26,9Go!,Yu-Gi-Oh! SEVENS,Training Camp,"After receiving an invitation to a Rush Duel Tournament, it's off to training camp for Yuga and his friends.",Animation | Japan | 2022 | PG,9:30AM - 10:00AM
2025-02-26,9Go!,Ninjago,The Storm Amulet/Riddle of the Sphinx,"Nya and the ninja race to obtain the Storm Amulet before Prince Kalmaar can obtain it and use it to awaken the doomsday serpent, Wojira. In Ninjago City, Wu, Cole, Kai, Ray and Misako must get into the Explorer's Club and recover the Storm.",Children | Denmark | 2021 | PG,10:00AM - 10:30AM
2025-02-26,9Go!,Pokemon Horizons: The Series,From So Far Away,A battle against the black Rayquaza causes Liko to realise all she's accomplished so far.,Animation | USA | 2023 | PG,10:30AM - 11:00AM
2025-02-26,9Go!,The Tom and Jerry Show,Eight Legs No Waiting/A Kick in the Butler/Para-Abnormal Activities,The gang get more than they bargained for when they try to shoo away a seemingly docile spider. A Tom and Jerry chase results in major injuries to Cates.,Cartoon | USA | 2020 | G,11:00AM - 11:30AM
2025-02-26,9Go!,Bakugan,The Worst Idea of All/There Is No Dr. Raptor,Juno and TC hit the streets to pick a fight with several different clans in an effort to help TC improve at brawling.,Animation | Japan | 2023 | PG,11:30AM - 12:00PM
2025-02-26,9Go!,Gossip Girl,"Crazy, Cupid, Love","As Valentine's Day arrives, Blair decides to play Cupid, and Georgina gatecrashes Nate's Valentine's party, determined to cause more trouble. At the party, Serena is disturbed by something she sees.",Drama | USA | 2011 | M,12:00PM - 1:00PM
2025-02-26,9Go!,Gossip Girl,Cross Rhodes,Dan is pleased when he finds out that comedy group Upright Citizens Brigade is performing pieces based on his book.,Drama | USA | 2011 | M,1:00PM - 2:00PM
2025-02-26,9Go!,The Golden Girls,The Impotence of Being Ernest,"Blanche is incredulous one Saturday night when Rose has a date and she doesn't. Worse yet, he's absolutely perfect - a handsome, middle-aged corporate attorney, not a geek. Blanche watches, incensed, as Rose and Ernie Faber happily exit.",Sitcom | USA | 1988 | PG,2:00PM - 2:30PM
2025-02-26,9Go!,The Nanny,Ma'ternal Affairs (2),"Fran decides to do a little investigation on the man her mother is seeing, and discovers him to be lovely. Fran then decides to give her father a few hints for pleasing Sylvia and turn their boring marriage around.",Sitcom | USA | 1998 | PG,2:30PM - 3:00PM
2025-02-26,9Go!,The Nanny,The Producers (1),Niles shows Fran a script for a play he got from a friend. He wants to show it to Mr Sheffield and become a producer in order to change his social status.,Sitcom | USA | 1998 | PG,3:00PM - 3:30PM
2025-02-26,9Go!,Seinfeld,The Kiss Hello,"Elaine's friend, a physical therapist, whom Jerry must ""kiss hello"", has an old style hairdo that Jerry and Elaine want Kramer to comment on.",Sitcom | USA | 1994 | PG,3:30PM - 4:00PM
2025-02-26,9Go!,Seinfeld,The Beard,"Elaine tries to convert a gay man into a heterosexual. George, who's now wearing his toupee, discovers that the woman Kramer has set him up with is bald.",Sitcom | USA | 1994 | PG,4:00PM - 4:30PM
